HEI Name,UII,Region,HEI Type,Province,City/Municipality,Status
NU Bacolod,06194,18,1,Negros Occidental,Bacolod City,Existing
Colegio De La Castellana,06195,18,3,Negros Occidental,La Castellana,Existing
University of Antique – Libertad,06196,6,2b,Antique,Libertad,Existing
University of Antique – Caluya,06197,6,2b,Antique,Caluya,Existing
AMA Computer College-Cebu City,07001,7,1,Cebu,Cebu City,Existing
Asian College of Technology,07002,7,1,Cebu,Talisay City,Existing
BIT International College - Siquijor,07003,18,1,Siquijor,Siquijor,Existing
Baptist Theological College,07004,7,1,Cebu,Mandaue City,Existing
Blessed Trinity College,07006,7,1,Bohol,Talibon,Existing
BIT International College-Tagbilaran,07008,7,1,Bohol,Tagbilaran City,Existing
Bohol Institute of Technology-Jagna,07009,7,1,Bohol,Jagna,Existing
BIT International College-Talibon,07010,7,1,Bohol,Talibon,Existing
Bohol Island State University - Tagbilaran,07011,7,2b,Bohol,Tagbilaran City,Existing
Bohol Island State University - Candijay,07012,7,2b,Bohol,Candijay,Existing
Bohol Island State University - Calape Polytechnic College,07013,7,2b,Bohol,Calape,Existing
CATS Aero College,07014,7,1,Cebu,Cebu City,Existing
Cebu Doctor's University,07015,7,1,Cebu,Mandaue City,Existing
Cebu Doctor's University College of Medicine,07016,7,1,Cebu,Mandaue City,Existing
Cebu Eastern College,07017,7,1,Cebu,Cebu City,Existing
Cebu Institute of Medicine,07018,7,1,Cebu,Cebu City,Existing
Cebu Institute of Technology-University,07019,7,1,Cebu,Cebu City,Existing
Cebu Roosevelt Memorial College,07021,7,1,Cebu,Bogo City,Existing
University of Cebu at Pardo and Talisay,07022,7,1,Cebu,Cebu City,Existing
Cebu Normal University,07024,7,2a,Cebu,Cebu City,Existing
Cebu Normal University - Balamban,07024a,7,2b,Cebu,Balamban,Existing
Cebu Normal University - Medellin,07024b,7,2b,Cebu,Medellin,Existing
Cebu Technological University,07025,7,2a,Cebu,Cebu City,Existing
College of Technological Sciences-Cebu,07026,7,1,Cebu,Cebu City,Existing
Negros Oriental State University,07027,18,2a,Negros Oriental,Dumaguete City,Existing
Negros Oriental State University-Mabinay Institute of Technology,07027a,18,2b,Negros Oriental,Mabinay,Existing
Negros Oriental State University-Main II,07027b,18,2b,Negros Oriental,Dumaguete City,Merged
Colegio De Santa Catalina De Alejandria,07029,18,1,Negros Oriental,Dumaguete City,Existing
Concord Technical Institute,07030,7,1,Cebu,Cebu City,Existing
Cebu Technological University-Argao Campus,07031,7,2b,Cebu,Argao,Existing
Cebu Technological University-Daanbantayan Campus,07032,7,2b,Cebu,Daanbantayan,Existing
Cebu Technological University-Danao City Campus,07033,7,2b,Cebu,Danao City,Existing
Cebu Technological University-Barili Campus,07034,7,2b,Cebu,Barili,Existing
Cebu Technological University-Moalboal Campus,07035,7,2b,Cebu,Moalboal,Existing
Cebu Technological University-San Francisco Campus,07036,7,2b,Cebu,San Francisco,Existing
Cebu Technological University-Tuburan Campus,07037,7,2b,Cebu,Tuburan,Existing
Negros Oriental State University-Bais1,07038,18,2b,Negros Oriental,Bais City,Existing
Negros Oriental State University-Guihulngan,07039,18,2b,Negros Oriental,Guihulngan City,Existing
Holy Name University,07040,7,1,Bohol,Tagbilaran City,Existing
Diaz College,07041,18,1,Negros Oriental,Tanjay City,Existing
Felipe R. Verallo Memorial Foundation-Bogo,07042,7,1,Cebu,Bogo City,Existing
Foundation University,07043,18,1,Negros Oriental,Dumaguete City,Existing
Negros Oriental State University -Bais II,07044,18,2b,Negros Oriental,Bais City,Existing
University of the Visayas-Gullas College of Medicine,07045,7,1,Cebu,Mandaue City,Existing
Holy Trinity College,07046,7,1,Cebu,Ginatilan,Existing
Immaculate Heart of Mary Seminary,07047,7,1,Bohol,Tagbilaran City,Existing
Indiana School of Aeronautics,07048,7,1,Cebu,Lapu-Lapu City,Existing
Siquijor State College,07049,18,2a,Siquijor,Larena,Existing
Mater Dei College-Bohol,07053,7,1,Bohol,Tubigon,Existing
Negros Oriental State University-Bayawan,07054,18,2b,Negros Oriental,Bayawan City,Existing
Northern Cebu College,07055,7,1,Cebu,Bogo City,Existing
PMI Colleges-Bohol,07056,7,1,Bohol,Tagbilaran City,Existing
National Aviation Academy of the Philippines-Mactan Air Base,07058,7,2b,Cebu,Lapu-Lapu City,Existing
Saint Francis College-Guihulngan,07059,18,1,Negros Oriental,Guihulngan City,Existing
Saint Joseph College of Canlaon,07060,18,1,Negros Oriental,Canlaon City,Existing
Saint Joseph Seminary College,07061,18,1,Negros Oriental,Sibulan,Existing
St. Paul University Dumaguete,07062,18,1,Negros Oriental,Dumaguete City,Existing
Salazar Colleges of Science and Institute of Technology,07064,7,1,Cebu,Cebu City,Existing
San Carlos Seminary College,07065,7,1,Cebu,Cebu City,Existing
Negros Oriental State University-Siaton Community College,07067,18,2b,Negros Oriental,Siaton,Existing
Silliman University,07068,18,1,Negros Oriental,Dumaguete City,Existing
Southwestern University,07069,7,1,Cebu,Cebu City,Existing
St. Catherine'S College,07070,7,1,Cebu,Carcar City,Existing
Southwestern University-Matias H. Aznar Memorial College of Medicine,07071,7,1,Cebu,Cebu City,Existing
University of the Visayas-Toledo City Campus,07072,7,1,Cebu,Toledo City,Existing
Trinidad Municipal College,07074,7,3,Bohol,Trinidad,Existing
University of Bohol,07075,7,1,Bohol,Tagbilaran City,Existing
University of Cebu,07077,7,1,Cebu,Cebu City,Existing
University of San Carlos,07078,7,1,Cebu,Cebu City,Existing
University of San Jose-Recoletos,07079,7,1,Cebu,Cebu City,Existing
University of Southern Philippines Foundation,07080,7,1,Cebu,Cebu City,Existing
University of the Visayas,07081,7,1,Cebu,Cebu City,Existing
University of the Philippines-College of Cebu,07082,7,2b,Cebu,Cebu City,Existing
Quezon Memorial Institute of Siquijor,07083,18,1,Siquijor,Siquijor,Existing
Velez College,07084,7,1,Cebu,Cebu City,Existing
Villaflores College,07085,18,1,Negros Oriental,Tanjay City,Existing
Cebu Technological University - College of Fisheries Technology - Carmen,07086,7,2b,Cebu,Carmen,Existing
Batuan Colleges,07088,7,1,Bohol,Batuan,Existing
Don Bosco Technology Center,07089,7,1,Cebu,Cebu City,Existing
Negros Maritime College Foundation,07090,18,1,Negros Oriental,Sibulan,Existing
Royal Christian College,07091,7,1,Cebu,Mandaue City,Existing
University of Cebu-Lapulapu and Mandaue,07092,7,1,Cebu,Mandaue City,Existing
Asian College of Science and Technology-Dumaguete,07093,18,1,Negros Oriental,Dumaguete City,Existing
De La Salle Andres Soriano Memorial College,07094,7,1,Cebu,Toledo City,Existing
Bantayan Southern Institute,07095,7,1,Cebu,Bantayan,Existing
Mount Moriah College,07097,7,1,Cebu,Poro,Existing
Presbyterian Theological College,07098,18,1,Negros Oriental,Dumaguete City,Existing
Visayan Nazarene Bible College,07100,7,1,Cebu,Cebu City,Existing
Bohol Island State University,07101,7,2a,Bohol,Bilar,Existing
CBD College,07103,7,1,Cebu,Cebu City,Existing
Consolatrix College of Toledo City,07104,7,1,Cebu,Toledo City,Existing
Evangelical Theological College of the Philippines,07106,7,1,Cebu,Cebu City,Existing
Saint Louise de Marillac College-Bogo,07107,7,1,Cebu,Bogo City,Existing
Seminaryo Mayor de San Carlos,07109,7,1,Cebu,Cebu City,Existing
Centre for International Education Global Colleges,07113,7,1,Cebu,Cebu City,Existing
BIT International College-Carmen,07114,7,1,Bohol,Carmen,Existing
AMA Computer College-Dumaguete City,07115,18,1,Negros Oriental,Dumaguete City,Existing
Negros College,07118,18,1,Negros Oriental,Ayungon,Existing
Benedicto College,07119,7,1,Cebu,Mandaue City,Existing
Northeastern Cebu Colleges,07120,7,1,Cebu,Danao City,Existing
Bohol Island State University - Clarin,07121,7,2b,Bohol,Clarin,Existing
University of Cebu-Banilad,07127,7,1,Cebu,Cebu City,Existing
Bohol Northwestern Colleges,07128,7,1,Bohol,Catigbian,Existing
Cebu Sacred Heart College,07130,7,1,Cebu,Talisay City,Existing
Mary's Children Formation College,07134,7,1,Cebu,Minglanilla,Existing
Rogationist Seminary College-Cebu,07135,7,1,Cebu,Cebu City,Existing
Colegio de San Antonio de Padua,07136,7,1,Cebu,Danao City,Existing
Bohol Wisdom School,07140,7,1,Bohol,Tagbilaran City,Existing
Buenavista Community College,07141,7,3,Bohol,Buenavista,Existing
Talisay City College,07142,7,3,Cebu,Talisay City,Existing
Cebu Mary Immaculate College,07144,7,1,Cebu,Cebu City,Existing
ACLC College of Mandaue,07145,7,1,Cebu,Mandaue City,Existing
Immanuel Bible College,07147,7,1,Cebu,Cebu City,Existing
Cristal e-College (Panglao Campus),07149,7,1,Bohol,Panglao,Existing
Cordova Public College,07151,7,3,Cebu,Cordova,Existing
Professional Academy of the Philippines,07152,7,1,Cebu,Cebu City,Existing
La Consolacion College-Liloan,07153,7,1,Cebu,Liloan,Existing
Sto. Tomas College-Danao City,07154,7,1,Cebu,Danao City,Existing
Madridejos Community College,07155,7,3,Cebu,Madridejos,Existing
Microsystem International Institute of Technology,07156,7,1,Cebu,Naga City,Existing
Metro Dumaguete College,07157,18,1,Negros Oriental,Dumaguete City,Existing
University of The Visayas-Dalaguete Campus,07158,7,1,Cebu,Dalaguete,Existing
Bohol Northern Star College,07159,7,1,Bohol,Ubay,Existing
La Consolacion College-Bais,07163,18,1,Negros Oriental,Bais City,Existing
Mandaue City College,07164,7,3,Cebu,Mandaue City,Existing
Lyceum of Cebu,07165,7,1,Cebu,Cebu City,Existing
Golden 2cess College,07166,7,1,Cebu,Cebu City,Existing
St. Cecilia's College - Cebu,07168,7,1,Cebu,Minglanilla,Existing
Cebu Technological University - Consolacion,07170,7,2b,Cebu,Consolacion,Existing
Sibonga Community College,07171,7,3,Cebu,Sibonga,Existing
Bohol Island State University-Balilihan Campus,07172,7,2b,Bohol,Balilihan,Existing
Lapu-lapu City College,07174,7,3,Cebu,Lapu-Lapu City,Existing
Mary Our Help Technical Institute for Women,07176,7,1,Cebu,Minglanilla,Existing
Carmelite College - Siquijor,07177,18,1,Siquijor,Siquijor,Existing
Rosemont Hills Montessori College,07178,7,1,Cebu,Danao City,Existing
Salazar Colleges of Science and Institute of Technology-Madredijos,07180,7,1,Cebu,Madridejos,Existing
Tabor Hills College,07181,7,1,Cebu,Cebu City,Existing
Carcar City College,07182,7,3,Cebu,Carcar City,Existing
Rizwoods Colleges,07183,7,1,Cebu,Cebu City,Existing
Informatics College Cebu,07184,7,1,Cebu,Cebu City,Existing
Bohol International Learning College,07185,7,1,Bohol,Cortes,Existing
STI College - Dumaguete,07186,18,1,Negros Oriental,Dumaguete City,Existing
University of Cebu College of Medicine Foundation,07187,7,1,Cebu,Mandaue City,Existing
Rizwoods College-Lapulapu,07190,7,1,Cebu,Lapu-Lapu City,Existing
Sto. Niño Mactan College,07191,7,1,Cebu,Lapu-Lapu City,Existing
Asian College of Technology International Educational Foundation,07192,7,1,Cebu,Cebu City,Existing
Tagbilaran City College,07193,7,3,Bohol,Tagbilaran City,Existing
Talibon Polytechnic College,07194,7,3,Bohol,Talibon,Existing
Colegio de Getafe,07195,7,3,Bohol,Getafe,Existing
Colegio de Loboc,07197,7,3,Bohol,Loboc,Existing
Danao Techological College,07198,7,3,Bohol,Danao,Existing
Cebu Technological University - Cebu City Mountain Satellite Campus,07199,7,2b,Cebu,Cebu City,Existing
Benedicto College-Cebu,07200,7,1,Cebu,Cebu City,Existing
Cebu Sacred Heart College-Carcar City,07201,7,1,Cebu,Carcar City,Existing
Negros Orriental State University - Pamplona,07203,18,2b,Negros Oriental,Pamplona,Merged
Mham College,07205,7,1,Cebu,Cebu City,Existing
Lapu-Lapu Cebu International College,07206,7,1,Cebu,Lapu-Lapu City,Existing
Rizwoods College - Bacalso,07207,7,1,Cebu,Cebu City,Existing
Rizwoods College - Liloan,07208,7,1,Cebu,Cebu City,Existing
Information And Communications Technology Academy,07209,7,1,Cebu,Cebu City,Existing
North Coast Bohol Institute,07210,7,1,Bohol,Talibon,Existing
Flight Dynamics School of Aeronautics,07211,7,1,Cebu,Lapu-Lapu City,Existing
Inabanga College of Arts and Sciences,07212,7,3,Bohol,Inabanga,Existing
Carmen Municipal College,07213,7,3,Bohol,Carmen,Existing
Ubay Community College,07214,7,3,Bohol,Ubay,Existing
Cebu Technological University-Pinamungajan Campus,07215,7,2b,Cebu,Pinamungajan,Existing
Asian College of Technology International Educational Foundation-Pit-Os Campus,07216,7,1,Cebu,Pit-Os,Existing
NU Cebu,07217,7,1,Cebu,Cebu City,Existing
University of San Jose-Recoletos - Balamban Campus,07218,7,1,Cebu,Balamban,Existing
Abuyog Community College,08001,8,3,Leyte,Abuyog,Existing
Asian Development Foundation College,08002,8,1,Leyte,Tacloban City,Existing
Biliran Province State University-Biliran Campus,08005,8,2b,Biliran,Biliran,Existing
Eastern Samar State University-Can-Avid Campus,08006,8,2b,Eastern Samar,Can-Avid,Existing
Eastern Visayas State University-Carigara Campus,08007,8,2b,Leyte,Carigara,Existing
Christ the King College-Calbayog City,08008,8,1,Western Samar,Calbayog City,Existing
The College of Maasin,08009,8,1,Southern Leyte,Maasin City,Existing
Dr. V. Orestes Romualdez Educational Foundation,08011,8,1,Leyte,Tacloban City,Existing
Doña Remedios Trinidad-Romualdez Medical Foundation,08012,8,1,Leyte,Tacloban City,Existing
Eastern Samar State University,08013,8,2a,Eastern Samar,Borongan City,Existing
Eastern Samar State University-Guiuan Campus,08014,8,2b,Eastern Samar,Guiuan,Existing
Franciscan College of the Immaculate Conception,08015,8,1,Leyte,Baybay City,Existing
Holy Infant College,08017,8,1,Leyte,Tacloban City,Existing
Visayas State University-Isabel Campus,08018,8,2b,Leyte,Isabel,Existing
University of Eastern Philippines-Laoang Campus,08019,8,2b,Northern Samar,Laoang,Existing
Leyte Colleges,08020,8,1,Leyte,Tacloban City,Existing
Eastern Visayas State University,08021,8,2a,Leyte,Tacloban City,Existing
Visayas State University-Villaba Campus,08022,8,2b,Leyte,Villaba,Existing
Leyte Normal University,08023,8,2a,Leyte,Tacloban City,Existing
Eastern Visayas State University-Tanauan Campus,08024,8,2b,Leyte,Tanauan,Existing
Visayas State University-Alang-Alang Campus,08025,8,2b,Leyte,Alang-Alang,Existing
Visayas State University-Tolosa Campus,08026,8,2b,Leyte,Tolosa,Existing
Biliran Province State University,08030,8,2a,Biliran,Naval,Existing
Palompon Institute of Technology,08032,8,2a,Leyte,Palompon,Existing
University of Eastern Philippines-Catubig Campus,08033,8,2b,Northern Samar,Catubig,Existing
Southern Leyte State University-Bontoc Campus,08034,8,2b,Southern Leyte,Bontoc,Existing
St. Mary's College of Catbalogan,08035,8,1,Western Samar,Catbalogan City,Existing
Sacred Heart Seminary,08036,8,1,Leyte,Palo,Existing
Saint Joseph College,08038,8,1,Southern Leyte,Maasin City,Existing
St. Mary's College of Borongan,08039,8,1,Eastern Samar,Borongan City,Existing
St. Peter's College of Ormoc,08040,8,1,Leyte,Ormoc City,Existing
Saint Vincent De Paul College Seminary,08041,8,1,Western Samar,Calbayog City,Existing
Samar Colleges,08042,8,1,Western Samar,Catbalogan City,Existing
Northwest Samar State University-San Jorge Campus,08043,8,2b,Western Samar,San Jorge,Existing
Samar State University-Mercedes Campus,08044,8,2b,Western Samar,Catbalogan City,Existing
Samar State University,08045,8,2a,Western Samar,Catbalogan City,Existing
Samar State University-Basey Campus,08045b,8,2b,Western Samar,Basey,Existing
Southern Leyte State University-San Juan Campus,08046,8,2b,Southern Leyte,San Juan,Existing
Southern Leyte State University-Hinunangan Campus,08048,8,2b,Southern Leyte,Hinunangan,Existing
Southern Leyte State University,08049,8,2a,Southern Leyte,Sogod,Existing
Eastern Samar State University-Salcedo Campus,08050,8,2b,Eastern Samar,Salcedo,Existing
Saint Paul School of Professional Studies,08052,8,1,Leyte,Palo,Existing
Saint Thomas Aquinas College,08053,8,1,Southern Leyte,Sogod,Existing
Sto. Niño College of Ormoc,08054,8,1,Leyte,Ormoc City,Existing
Northwest Samar State University,08055,8,2a,Western Samar,Calbayog City,Existing
Southern Leyte State University-Tomas Oppus Campus,08056,8,2b,Southern Leyte,Tomas Oppus,Existing
University of Eastern Philippines,08057,8,2a,Northern Samar,Catarman,Existing
University of the Philippines in the Visayas Tacloban College,08058,8,2b,Leyte,Tacloban City,Existing
Visayas State University,08059,8,2a,Leyte,Baybay City,Existing
Western Leyte College of Ormoc City,08060,8,1,Leyte,Ormoc City,Existing
Eastern Visayas State University-Burauen Campus,08061,8,2b,Leyte,Burauen,Existing
JE Mondejar Computer College,08067,8,1,Leyte,Tacloban City,Existing
Mater Divinae Gratiae College,08068,8,1,Eastern Samar,Dolores,Existing
Palompon Institute of Technology-Tabango Campus,08069,8,2b,Leyte,Tabango,Existing
Bato Institute of Science and Technology,08073,8,1,Leyte,Bato,Existing
Holy Cross College of Carigara,08074,8,1,Leyte,Carigara,Existing
STI College-Ormoc,08083,8,1,Leyte,Ormoc City,Existing
Eastern Visayas State University-Dulag Campus,08084,8,2b,Leyte,Dulag,Existing
Eastern Visayas State University-Ormoc Campus,08085,8,2b,Leyte,Ormoc City,Existing
Eastern Visayas Central Colleges,08086,8,1,Northern Samar,Catarman,Existing
AMA Computer College-Tacloban City,08087,8,1,Leyte,Tacloban City,Existing
Saint Scholastica's College-Tacloban,08088,8,1,Leyte,Palo,Existing
ABE International College of Business and Economics-Tacloban City,08091,8,1,Leyte,Tacloban City,Existing
Saint Michael College of Hindang,08092,8,1,Leyte,Hindang,Existing
Holy Spirit College Foundation of Leyte,08093,8,1,Leyte,Tacloban City,Existing
Montano Lamberte Go Collegeof Learning,08094,8,1,Leyte,Hilongos,Existing
Northern Samar Colleges,08095,8,1,Northern Samar,Catarman,Existing
"Asia College of Advance Studies In Arts, Sciences and Technology",08096,8,1,Northern Samar,Bobon,Existing
St. John the Evangelist School of Theology,08100,8,1,Leyte,Palo,Existing
Colegio de San Juan Samar,08101,8,1,Northern Samar,Lavezares,Existing
Colegio De Sta. Lourdes of Leyte Foundation,08102,8,1,Leyte,Tabontabon,Existing
Holy Virgin of Salvacion Foundation College,08105,8,1,Leyte,Tacloban City,Existing
San Lorenzo Ruiz College of Ormoc,08107,8,1,Leyte,Ormoc City,Existing
ACLC College-Tacloban City,08108,8,1,Leyte,Tacloban City,Existing
Colegio De Las Navas,08110,8,3,Northern Samar,Las Navas,Existing
Eastern Samar State University-Maydolong Campus,08111,8,2b,Eastern Samar,Maydolong,Existing
Samar State University-Paranas Campus,08113,8,2b,Western Samar,Paranas,Existing
Catbalogan City Community College,08114,8,3,Western Samar,Catbalogan City,Existing
ACLC College-Ormoc,08116,8,1,Leyte,Ormoc City,Existing
Southern Leyte State University-Maasin City Campus,08117,8,2b,Southern Leyte,Maasin City,Existing
Tan Ting Bing Memorial Colleges Foundation,08144,8,1,Northern Samar,San Isidro,Existing
Global School for Technological Studies,08145,8,1,Northern Samar,Catarman,Existing
Burauen Community College,08147,8,3,Leyte,Burauen,Existing
Leyte Normal University-San Isidro Campus,08150,8,2b,Leyte,San Isidro,Existing
City College of Ormoc,08151,8,3,Leyte,Ormoc City,Existing
Barugo Bayview College,08152,8,3,Leyte,Barugo,Existing
Polytechnic University of the Philippines-Leyte Campus,08153,8,2b,Leyte,Leyte,Existing
"Palo Polytechnic College
St. Dominic Savio College-Ibaan",08154,8,1,Leyte,Palo,Existing
Andres Bonifacio College,09001,9,1,Zamboanga del Norte,Dipolog City,Existing
Ateneo de Zamboanga University,09002,9,1,Zamboanga del Sur,Zamboanga City,Existing
Basilan State College,09003,9,2a,Basilan,Isabela City,Existing
Brent Hospital and Colleges,09004,9,1,Zamboanga del Sur,Zamboanga City,Existing
Claret College of Isabela,09005,9,1,Basilan,Isabela City,Existing
DMC College Foundation,09006,9,1,Zamboanga del Norte,Dipolog City,Existing
Dr. Aurelio Mendoza Memorial Colleges,09008,9,1,Zamboanga Sibugay,Ipil,Existing
Immaculate Conception Archdiocesan School,09009,9,1,Zamboanga del Sur,Zamboanga City,Existing
Juan S. Alano Memorial School,09010,9,1,Basilan,Isabela City,Existing
Jose Rizal Memorial State University-Katipunan Campus,09012,9,2b,Zamboanga del Norte,Dapitan City,Existing
Marian College,09014,9,1,Zamboanga Sibugay,Ipil,Existing
Blancia College Foundation,09016,9,1,Zamboanga del Sur,Molave,Existing
Philippine Advent College,09017,9,1,Zamboanga del Norte,Sindangan,Existing
Pilar Colege of Zamboanga City,09018,9,1,Zamboanga del Sur,Zamboanga City,Existing
Rizal Memorial Institute of Dapitan City,09019,9,1,Zamboanga del Norte,Dapitan City,Existing
Saint Columban College,09020,9,1,Zamboanga del Sur,Pagadian City,Existing
St. John College of Buug Foundation,09021,9,1,Zamboanga Sibugay,Buug,Existing
Saint Joseph College of Sindangan,09022,9,1,Zamboanga del Norte,Sindangan,Existing
Saint Vincent's College,09023,9,1,Zamboanga del Norte,Dipolog City,Existing
Saint Estanislao Kostka College,09024,9,1,Zamboanga del Norte,Manukan,Existing
Southern Mindanao College-Agro Tech,09026,9,1,Zamboanga del Sur,Dumalinao,Existing
Southern City Colleges,09027,9,1,Zamboanga del Sur,Zamboanga City,Existing
Southern Mindanao Colleges,09028,9,1,Zamboanga del Sur,Pagadian City,Existing
Southern Philippine College,09029,9,1,Zamboanga del Norte,Labason,Existing
Western Mindanao State University,09030,9,2a,Zamboanga del Sur,Zamboanga City,Existing
Western Mindanao State University-Alicia,09030a,9,2b,Zamboanga Sibugay,Alicia,Existing
Western Mindanao State University-Diplahan,09030c,9,2b,Zamboanga Sibugay,Diplahan,Existing
Western Mindanao State University-Ipil,09030e,9,2b,Zamboanga Sibugay,Ipil,Existing
Western Mindanao State University-Mabuhay,09030f,9,2b,Zamboanga Sibugay,Mabuhay,Existing
Western Mindanao State University-Malangas,09030g,9,2b,Zamboanga Sibugay,Malangas,Existing
Western Mindanao State University-Olutanga,09030i,9,2b,Zamboanga Sibugay,Olutanga,Existing
Western Mindanao State University-Pagadian,09030j,9,2b,Zamboanga del Sur,Pagadian City,Existing
Western Mindanao State University-Siay,09030l,9,2b,Zamboanga Sibugay,Siay,Existing
Western Mindanao State University-Tungawan,09030m,9,2b,Zamboanga Sibugay,Tungawan,Existing
Western Mindanao State University-Curuan,09030o,9,2b,Zamboanga del Sur,Zamboanga City,Existing
Universidad de Zamboanga,09031,9,1,Zamboanga del Sur,Zamboanga City,Existing
Zamboanga Peninsula Polytechnic State University,09032,9,2a,Zamboanga del Sur,Zamboanga City,Existing
Zamboanga State College of Marine Sciences and Technology,09035,9,2a,Zamboanga del Sur,Zamboanga City,Existing
Josefina H. Cerilles State College,09036,9,2a,Zamboanga del Sur,San Miguel,Existing
Josefina H. Cerilles State College - Pagadian,09036i,9,2b,Zamboanga del Sur,Pagadian City,Existing
Josefina H. Cerilles State College - Dumingag,09036q,9,2b,Zamboanga del Sur,Dumingag,Existing
Medina College-Pagadian,09041,9,1,Zamboanga del Sur,Pagadian City,Existing
Pagadian Capitol College,09043,9,1,Zamboanga del Sur,Pagadian City,Existing
Aurora Pioneers Memorial College,09046,9,1,Zamboanga del Sur,Aurora,Existing
Dipolog City Institute of Technology,09047,9,1,Zamboanga del Norte,Dipolog City,Existing
Jose Rizal Memorial State University,09048,9,2a,Zamboanga del Norte,Dapitan City,Existing
Ebenezer Bible College and Seminary,09049,9,1,Zamboanga del Sur,Zamboanga City,Existing
St. Mary's College of Labason,09050,9,1,Zamboanga del Norte,Labason,Existing
Josefina H. Cerilles State College-Canuto M.S. Enerio College of Arts and Trades,09051,9,2b,Zamboanga del Sur,Lakewood,Existing
Zamboanga Medical School Foundation,09052,9,1,Zamboanga del Sur,Zamboanga City,Merged
Jose Rizal Memorial State University-Dipolog,09053,9,2b,Zamboanga del Norte,Dipolog City,Existing
Jose Rizal Memorial State University-Siocon,09054,9,2b,Zamboanga del Norte,Siocon,Existing
Colegio de San Francisco Javier of Rizal Zamboanga del Norte,09056,9,1,Zamboanga del Norte,Rizal,Existing
HMIJ Foundation Philippine Islamic College,09059,9,1,Zamboanga del Sur,Zamboanga City,Existing
Mindanao State University-Buug College,09060,9,2b,Zamboanga Sibugay,Buug,Existing
Eastern Mindanao College of Technology,09061,9,1,Zamboanga del Sur,Pagadian City,Existing
Universidad de Zamboanga-Ipil,09062,9,1,Zamboanga Sibugay,Ipil,Existing
Medina College-Ipil,09065,9,1,Zamboanga Sibugay,Ipil,Existing
Philippine Technological and Marine Sciences-Zamboanga del Sur,09068,9,1,Zamboanga del Sur,Pagadian City,Existing
Southern Peninsula College,09070,9,1,Zamboanga del Norte,Labason,Existing
Lucan Central Colleges,09071,9,1,Zamboanga del Sur,Pagadian City,Existing
Sibugay Technical Institute,09072,9,1,Zamboanga Sibugay,Ipil,Existing
Universidad de Zamboanga - Pagadian,09074,9,1,Zamboanga del Sur,Pagadian City,Existing
Aim High College,09076,9,1,Zamboanga Sibugay,Ipil,Existing
Ave Maria College,09077,9,1,Zamboanga del Norte,Liloy,Existing
Hyrons College Philippines,09079,9,1,Zamboanga del Sur,Tukuran,Existing
Jose Rizal Memorial State University-Tampilisan,09081,9,2b,Zamboanga del Norte,Dapitan City,Existing
Nuevo Zamboanga College,09083,9,1,Zamboanga del Sur,Zamboanga City,Existing
Philippine Advent College-Salug,09085,9,1,Zamboanga del Norte,Salug,Existing
Zamboanga Peninsula Polytechnic State University-Kabasalan,09086,9,2b,Zamboanga Sibugay,Kabasalan,Existing
Yllana Bay View College,09087,9,1,Zamboanga del Sur,Pagadian City,Existing
Alhadeetha Mindanao College,09089,9,1,Zamboanga del Sur,Labangan,Existing
Zamboanga del Sur Provincial Government College,09090,9,3,Zamboanga del Sur,Aurora,Existing
Zamboanga Peninsula Polytechic State University-Vitali,09091,9,2b,Zamboanga del Sur,Zamboanga City,Existing
Southern City Colleges-West Campus,09094,9,1,Zamboanga del Sur,Zamboanga City,Existing
ZAMSULA Everlasting College,09095,9,1,Zamboanga del Norte,Salug,Existing
Our Lady of Triumph Institute of Technology,09096,9,1,Zamboanga del Sur,Pagadian City,Existing
West Prime Horizon Institute,09097,9,1,Zamboanga del Sur,Pagadian City,Existing
Colegio de La Ciudad de Zamboanga,09098,9,3,Zamboanga del Sur,Zamboanga City,Existing
Zamboanga del Sur Provincial Government College - Pagadian,09099,9,3,Zamboanga del Sur,Pagadian City,Existing
Ferndale College – Zamboanga Peninsula,09100,9,1,Zamboanga del Sur,Poblacion,Existing
Metro Zampen College,09101,9,1,Zamboanga del Sur,Zamboanga City,Existing
Emmauss College of Theology Foundation,09102,9,1,Zamboanga del Sur,Zamboanga City,Existing
Pagadian City International College,09103,9,3,Zamboanga del Norte,Pagadian City,Existing
Philippine Advent College - Leon B. Postigo Campus,09104,9,1,Zamboanga del Norte,Leon B. Postigo,Existing
Zamboanga del Sur Provincial Government College-Dimataling,09105,9,3,Zamboanga del Sur,Dimataling,Existing
Helping Hands College and Wellness Center,09106,9,1,Zamboanga del Norte,Leon B. Postigo,Existing
Zamboanga Peninsula Polytechnic State University-Siay,09107,9,2b,Zamboanga Sibugay,Siay,Existing
Zamboanga Peninsula Polytechnic State University-Malangas,09108,9,2b,Zamboanga Sibugay,Malangas,Existing
Philippine Malaya College,09109,9,1,Zamboanga del Sur,Zamboanga City,Existing
Agusan Colleges,10004,16,1,Agusan del Norte,Butuan City,Existing
Agusan del Sur College,10005,16,1,Agusan del Sur,Bayugan City,Existing
Agusan del Sur State University,10006,16,2a,Agusan del Sur,Bunawan,Existing
Asian College Foundation,10010,16,1,Agusan del Norte,Butuan City,Existing
Blessed Mother College,10012,10,1,Misamis Oriental,Cagayan De Oro City,Existing
Bukidnon State University,10014,10,2a,Bukidnon,Malaybalay City,Existing
Bukidnon State University-Alubijid ESC,10014a,10,2b,Misamis Oriental,Alubijid,Existing
