HEI Name,UII,Region,HEI Type,Province,City/Municipality,Status
Access Computer and Technical Colleges-Cubao,13321,13,1,Metro Manila,Quezon City,Existing
Immaculate Heart of Mary College-Parañaque,13322,13,1,Metro Manila,Parañaque City,Existing
Polytechnic University of the Philippines-Quezon City Campus,13323,13,2b,Metro Manila,Quezon City,Existing
Lyceum of Alabang,13324,13,1,Metro Manila,Muntinlupa City,Existing
Rogationist Seminary College of Philosophy,13325,13,1,Metro Manila,Parañaque City,Existing
La Consolacion College-Pasig,13326,13,1,Metro Manila,Pasig City,Existing
Gardner College Diliman,13328,13,1,Metro Manila,Quezon City,Existing
ABE International Business College-Caloocan City,13329,13,1,Metro Manila,Caloocan City,Existing
WCC Aeronautical & Technological College-North Manila,13331,13,1,Metro Manila,Caloocan City,Existing
Informatics College-Northgate,13333,13,1,Metro Manila,Muntinlupa City,Existing
Pamantasan ng Lungsod ng Valenzuela,13335,13,3,Metro Manila,Valenzuela City,Existing
Marie-Bernarde College,13336,13,1,Metro Manila,Quezon City,Existing
Mary the Queen College of Quezon City,13337,13,1,Metro Manila,Quezon City,Existing
St. Bernadette of Lourdes College,13338,13,1,Metro Manila,Quezon City,Existing
Flight School International,13339,13,1,Metro Manila,Parañaque City,Existing
Capitol Medical Center Colleges,13340,13,1,Metro Manila,Quezon City,Existing
New England College,13343,13,1,Metro Manila,Quezon City,Existing
Universal Colleges of Parañaque,13345,13,1,Metro Manila,Parañaque City,Existing
Quezon City University,13346,13,3,Metro Manila,Quezon City,Existing
Pamantasan ng Lungsod ng Marikina,13347,13,3,Metro Manila,Marikina City,Existing
Valenzuela City Polytechnic College,13348,13,3,Metro Manila,Valenzuela City,Existing
South Mansfield College,13349,13,1,Metro Manila,Muntinlupa City,Existing
St. John of Beverly School,13351,13,1,Metro Manila,Quezon City,Existing
Jesus Reigns Christian College Foundation,13353,13,1,Metro Manila,Malate,Existing
Villagers Montessori College,13354,13,1,Metro Manila,Quezon City,Existing
AMA School of Medicine,13355,13,1,Metro Manila,Makati City,Existing
Enderun Colleges,13357,13,1,Metro Manila,Taguig City,Existing
Pateros Technological College,13358,13,3,Metro Manila,Pateros,Existing
Messiah College Foundation,13359,13,1,Metro Manila,Mandaluyong City,Existing
National Polytechnic College of Science and Technology,13360,13,1,Metro Manila,Quezon City,Existing
Lady of Lourdes Hospital & Colleges of Caybiga,13361,13,1,Metro Manila,Caloocan City,Existing
College of St. Catherine,13362,13,1,Metro Manila,Quezon City,Existing
Grace Christian College,13363,13,1,Metro Manila,Quezon City,Existing
Taguig City University,13365,13,3,Metro Manila,Taguig City,Existing
Centro Escolar University-Makati,13367,13,1,Metro Manila,Makati City,Existing
Philippine Cultural College,13369,13,1,Metro Manila,Quezon City,Existing
Diliman College,13370,13,1,Metro Manila,Quezon City,Existing
Colegio de Sta. Teresa de Avila Foundation,13371,13,1,Metro Manila,Quezon City,Existing
The One Nation Entrepreneur School,13372,13,1,Metro Manila,Makati City,Existing
Bestlink College of the Philippines,13373,13,1,Metro Manila,Quezon City,Existing
Global Reciprocal Colleges,13374,13,1,Metro Manila,Caloocan City,Existing
Golden Link College Foundation,13375,13,1,Metro Manila,Caloocan City,Existing
Pacific InterContinental College,13376,13,1,Metro Manila,Las Piñas City,Existing
Asian Institute of Computer Studies-Quezon City,13378,13,1,Metro Manila,Quezon City,Existing
Far Eastern University-Makati,13379,13,1,Metro Manila,Makati City,Existing
Infotech College of Arts and Sciences Philippines,13380,13,1,Metro Manila,Pasig City,Existing
Treston International College,13382,13,1,Metro Manila,Taguig City,Existing
Access Computer and Technical Colleges-Lagro,13384,13,1,Metro Manila,Quezon City,Existing
UBIX Institute of Technologies,13385,13,1,Metro Manila,Muntinlupa City,Existing
College of Divine Wisdom,13390,13,1,Metro Manila,Parañaque City,Existing
Meridian International College of Business and Arts,13391,13,1,Metro Manila,Taguig City,Existing
La Consolacion College-Valenzuela,13394,13,1,Metro Manila,Valenzuela City,Existing
South SEED LPDH College,13399,13,1,Metro Manila,Las Piñas City,Existing
Bethel Bible College of the Assemblies of God,13400,13,1,Metro Manila,Valenzuela City,Existing
Christ the King College of Science and Technology,13401,13,1,Metro Manila,Muntinlupa City,Existing
Colegio de San Gabriel Archangel of Caloocan,13402,13,1,Metro Manila,Caloocan City,Existing
St. Vincent de Ferrer College of Camarin,13403,13,1,Metro Manila,Caloocan City,Existing
Datamex College of Saint Adeline-Fairview,13405,13,1,Metro Manila,Quezon City,Existing
Asian Institute of Computer Studies-Bicutan,13406,13,1,Metro Manila,Parañaque City,Existing
Access Computer and Technical Colleges-Camarin,13407,13,1,Metro Manila,Caloocan City,Existing
Datamex College of Saint Adeline-Valenzuela,13408,13,1,Metro Manila,Valenzuela City,Existing
School of Fashion and the Arts,13409,13,1,Metro Manila,Makati City,Existing
ICI Global University,13410,13,1,Metro Manila,Pasig City,Existing
Southville International School,13411,13,1,Metro Manila,Las Piñas City,Existing
St. Therese of the Child Jesus Institute of Arts and Sciences,13412,13,1,Metro Manila,Pasay City,Existing
Arellano University-Mandaluyong,13414,13,1,Metro Manila,Mandaluyong City,Existing
La Verdad Christian College-Caloocan,13415,13,1,Metro Manila,Caloocan City,Existing
Rizal Technological University-Pasig,13416,13,2b,Metro Manila,Pasig City,Existing
Eclaro Academy,13419,13,1,Metro Manila,Quezon City,Existing
Asia Harvesters College and Seminary,13422,13,1,Metro Manila,Quezon City,Existing
Don Carlo Cavina School,13423,13,1,Metro Manila,Las Piñas City,Existing
Integrated Innovation and Hospitality Colleges,13424,13,1,Metro Manila,Quezon City,Existing
Philippine School of Interior Design- AHLEN Institute,13426,13,1,Metro Manila,Taguig City,Existing
Recoletos School of Theology,13427,13,1,Metro Manila,Quezon City,Existing
Dr. Jose Fabella Memorial Hospital School of Midwifery,13428,13,4b,Metro Manila,Sta. Cruz,Existing
CIIT College of Arts and Technology,13429,13,1,Metro Manila,Quezon City,Existing
Southeast Asia Christian College,13430,13,1,Metro Manila,Caloocan City,Existing
Datamex College of Saint Adeline-Parañaque,13431,13,1,Metro Manila,Parañaque City,Existing
Guang Ming College,13435,4,1,Cavite,Tagaytay City,Existing
FEU Institute of Technology,13438,13,1,Metro Manila,Sampaloc,Existing
Makati Science Technological Institute of the Philippines,13439,13,1,Metro Manila,Sta. Mesa,Existing
Electron College of Technical Education,13440,13,1,Metro Manila,Quezon City,Existing
Marianum College,13441,13,1,Metro Manila,Muntinlupa City,Existing
Metropolitan Institute of Arts and Sciences,13442,13,1,Metro Manila,Caloocan City,Existing
Sapphire International Aviation Academy,13443,13,1,Metro Manila,Parañaque City,Existing
FEU Alabang,13446,13,1,Metro Manila,Muntinlupa City,Existing
GK College of Business Arts and Technology,13447,13,1,Metro Manila,Mandaluyong City,Existing
NBS College,13448,13,1,Metro Manila,Quezon City,Existing
St. Chamuel College,13450,13,1,Metro Manila,Taguig City,Existing
College of Saint Amatiel,13451,13,1,Metro Manila,Malabon City,Existing
South CompEdge College,13452,13,1,Metro Manila,Parañaque City,Existing
United Christian Academy College of Asia,13453,13,1,Metro Manila,Parañaque City,Existing
Colegio de Muntinlupa,13454,13,3,Metro Manila,Muntinlupa City,Existing
Parañaque City College,13455,13,3,Metro Manila,Parañaque City,Existing
ACLC College of Commonwealth,13456,13,1,Metro Manila,Quezon City,Existing
ACLC College of Manila,13457,13,1,Metro Manila,Sampaloc,Existing
FEU Diliman,13458,13,1,Metro Manila,Quezon City,Existing
NU Fairview,13459,13,1,Metro Manila,Quezon City,Existing
St. Francis Technical Institute,13460,13,1,Metro Manila,Caloocan City,Existing
Mandaluyong College of Science and Technology,13461,13,3,Metro Manila,Mandaluyong City,Existing
Iglesia ni Cristo (Church of Christ) School for Ministers,13462,13,1,Metro Manila,Quezon City,Existing
Arandia College,13463,13,1,Metro Manila,Parañaque City,Existing
AZGH College,13464,13,1,Metro Manila,Las Piñas City,Existing
NU MOA,13465,13,1,Metro Manila,Pasay City,Existing
NU East Ortigas,13466,13,1,Metro Manila,Pasig City,Existing
Abra State Institute of Science and Technology-Bangued,14001,14,2b,Abra,Bangued,Existing
Abra State Institute of Science and Technology,14002,14,2a,Abra,Lagangilang,Existing
Abra Valley Colleges,14003,14,1,Abra,Bangued,Existing
Apayao State College,14004,14,2a,Apayao,Conner,Existing
Baguio Central University,14005,14,1,Benguet,Baguio City,Existing
University of the Cordilleras,14006,14,1,Benguet,Baguio City,Existing
Benguet State University-Bokod Campus,14007,14,2b,Benguet,Bokod,Existing
Benguet State University,14008,14,2a,Benguet,La Trinidad,Existing
Benguet State University-Open University,14008a,14,2b,Benguet,La Trinidad,Existing
Benguet State University-Buguias Campus,14009,14,2b,Benguet,Buguias,Existing
Cordillera Career Development College,14010,14,1,Benguet,La Trinidad,Existing
Divine Word College of Bangued,14011,14,1,Abra,Bangued,Existing
Ifugao State University - Lagawe Campus,14012,14,2b,Ifugao,Lagawe,Existing
Ifugao State University,14013,14,2a,Ifugao,Lamut,Existing
Ifugao State University - Potia,14014,14,2b,Ifugao,Alfonso Lista,Existing
Kalinga State University,14015,14,2a,Kalinga,Tabuk City,Existing
Philippine Nazarene College,14016,14,1,Benguet,La Trinidad,Existing
Mountain Province State University,14017,14,2a,Mt. Province,Bontoc,Existing
Mountain Province State University-Tadian,14019,14,2b,Mt. Province,Tadian,Existing
Pines City Colleges,14020,14,1,Benguet,Baguio City,Existing
Saint Louis College of Bulanao,14021,14,1,Kalinga,Tabuk City,Existing
Saint Louis University,14022,14,1,Benguet,Baguio City,Existing
San Pablo Major Seminary,14023,14,1,Benguet,Baguio City,Existing
Casiciaco Recoletos Seminary,14024,14,1,Benguet,Baguio City,Existing
University of Baguio,14026,14,1,Benguet,Baguio City,Existing
University of the Philippines-Baguio,14027,14,2b,Benguet,Baguio City,Existing
Easter College,14028,14,1,Benguet,Baguio City,Existing
Kalinga State University-Dagupan,14029,14,2b,Kalinga,Tabuk City,Existing
Philippine Military Academy,14030,14,4b,Benguet,Baguio City,Existing
Apayao State College-Luna,14031,14,2b,Apayao,Luna,Existing
Keystone College,14032,14,1,Benguet,Baguio City,Existing
Ifugao State University - Tinoc,14034,14,2b,Ifugao,Tinoc,Existing
STI College-Baguio,14035,14,1,Benguet,Baguio City,Existing
Baguio College of Technology,14036,14,1,Benguet,Baguio City,Existing
BVS College,14037,14,1,Benguet,La Trinidad,Existing
Cordillera A+ Computer Technology College,14039,14,1,Kalinga,Tabuk City,Existing
AMA Computer College-Baguio,14040,14,1,Benguet,Baguio City,Existing
Data Center College of the Philippines of Bangued-Abra,14042,14,1,Abra,Bangued,Existing
Kalinga Colleges of Science and Technology,14043,14,1,Kalinga,Tabuk City,Existing
Data Center College of the Philippines of Baguio City,14045,14,1,Benguet,Baguio City,Existing
King's College of the Philippines-Benguet,14050,14,1,Benguet,La Trinidad,Existing
Saint Tonis College,14051,14,1,Kalinga,Tabuk City,Existing
BSBT College,14053,14,1,Benguet,Baguio City,Existing
Xijen College of Mt. Province,14054,14,1,Mt. Province,Bontoc,Existing
Kalinga State University-Rizal,14058,14,2b,Kalinga,Rizal,Existing
Remnant International College,14059,14,1,Benguet,Baguio City,Existing
International School of Asia and the Pacific,14062,14,1,Kalinga,Tabuk City,Existing
Philippine College of Ministry,14063,14,1,Benguet,La Trinidad,Existing
Ifugao State University-Hapao,14065,14,2b,Ifugao,Hungduan,Existing
Ifugao State University-Aguinaldo,14066,14,2b,Ifugao,Aguinaldo,Existing
Theological Foundation for Asia (Asia Pacific Theological Seminary),14067,14,1,Benguet,Baguio City,Existing
Star College,14068,14,1,Benguet,La Trinidad,Existing
Grace Bible Integrated Academy,14069,14,1,Benguet,Baguio City,Existing
Philippine Baptist Theological Seminary,14070,14,1,Benguet,Baguio City,Existing
Siargao Island Institute of Technology,16003,16,1,Surigao del Norte,Dapa,Existing
Caraga Institute of Technology,16004,16,1,Agusan del Norte,Kitcharao,Existing
De La Salle John Bosco College,16005,16,1,Surigao del Sur,Bislig City,Existing
Mt. Carmel College of San Francisco,16006,16,1,Agusan del Sur,San Francisco,Existing
Surigao del Norte State University-Malimono,16009,16,2b,Surigao del Norte,Malimono,Existing
Saint Michael College of Caraga,16010,16,1,Agusan del Norte,Nasipit,Existing
Southway College of Technology,16011,16,1,Agusan del Sur,San Francisco,Existing
Holy Child Colleges of Butuan City,16012,16,1,Agusan del Norte,Butuan City,Existing
STI College-Surigao,16013,16,1,Surigao del Norte,Surigao City,Existing
Saint Peter College Seminary,16017,16,1,Agusan del Norte,Butuan City,Existing
Bucas Grande Foundation College,16018,16,1,Surigao del Norte,Socorro,Existing
ACLC College of Butuan City,16019,16,1,Agusan del Norte,Butuan City,Existing
Hinatuan Southern College,16021,16,3,Surigao del Sur,Hinatuan,Existing
Philippine Electronics and Communication Institute of Technology,16022,16,1,Agusan del Norte,Butuan City,Existing
Candelaria Institute of Technology of Cabadbaran,16026,16,1,Agusan del Norte,Cabadbaran City,Existing
Surigao Doctors' College,16027,16,1,Surigao del Norte,Surigao City,Existing
Surigao del Norte State University-Mainit,16028,16,2b,Surigao del Norte,Mainit,Existing
Merchant Marine Academy of Caraga,16031,16,1,Agusan del Norte,Butuan City,Existing
Caraga School of Business,16032,16,1,Agusan del Sur,Bayugan City,Existing
Agusan del Sur State University-Trento Campus,16033,16,2b,Agusan del Sur,Trento,Existing
"Informatic Technological College of San Francisco, Inc.",16034,16,1,Agusan del Sur,San Francisco,Existing
Surigao del Norte State University-Claver,16035,16,2b,Surigao del Norte,Claver,Existing
City College of Bayugan,16036,16,3,Agusan del Sur,Bayugan City,Existing
Southwestern Institute of Business and Technology,17001,17,1,Oriental Mindoro,Pinamalayan,Existing
Paradigm Colleges of Science and Technology,17002,17,1,Oriental Mindoro,Roxas,Existing
Erhard Systems Technological Institute,17003,17,1,Romblon,Odiongan,Existing
Institute of Business Science and Medical Arts,17004,17,1,Oriental Mindoro,Pinamalayan,Existing
Philippine Central Islands College Foundation,17006,17,1,Occidental Mindoro,San Jose,Existing
ACLC College of Calapan,17007,17,1,Oriental Mindoro,Calapan City,Existing
Pinamalayan Maritime Foundation and Technological College,17008,17,1,Oriental Mindoro,Pinamalayan,Existing
STI College-Puerto Princesa,17009,17,1,Palawan,Puerto Princesa City,Existing
City College of Calapan,17010,17,3,Oriental Mindoro,Calapan City,Existing
Palawan State University-Linapacan,17011,17,2b,Palawan,Linapacan,Existing
"Palawan State University-San Rafael, Puerto Princesa City",17012,17,2b,Palawan,Puerto Princesa City,Existing
Romblon State University-San Jose Campus,17013,17,2b,Romblon,San Jose,Existing
Palawan State University-San Vicente,17016,17,2b,Palawan,San Vicente,Existing
Baco Community College,17018,17,3,Oriental Mindoro,Baco,Existing
"Southwestern College of Maritime, Business and Technology",17021,17,1,Oriental Mindoro,Calapan City,Existing
Occidental Mindoro State College-Lubang Campus,17022,17,2b,Occidental Mindoro,Lubang,Existing
Pola Community College,17023,17,3,Oriental Mindoro,Pola,Existing
San Brendan College,17024,17,1,Palawan,Taytay,Existing
Colegio de Puerto Galera,17025,17,3,Oriental Mindoro,Puerto Galera,Existing
Colegio de Naujan,17026,17,3,Oriental Mindoro,Naujan,Existing
Adventist College Palawan,17027,17,1,Palawan,Narra,Existing
Manila Adventist College - Mindoro,17028,17,1,Oriental Mindoro,Sablayan,Existing
